frame,video_seconds,anonymous_worker_session_id,local_track_id,confidence,role_evidence,stitch_status,crop_path
25,1.000,WS-20260725-C0-C48112-001,1,0.7901,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000025_0001.jpg
200,8.000,WS-20260725-C0-C48112-001,1,0.7705,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000200_0008.jpg
200,8.000,WS-20260725-C0-C48112-003,3,0.5120,zones=[]; phone_state=POSSIBLE_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000200_0007.jpg
200,8.000,WS-20260725-C0-C48112-006,6,0.5979,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-006/frame_00000200_0008.jpg
225,9.000,WS-20260725-C0-C48112-001,1,0.7850,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000225_0009.jpg
225,9.000,WS-20260725-C0-C48112-003,3,0.2567,zones=[]; phone_state=ON_PHONE; work_motion=work-like hand movement is still confirming; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000225_0008.jpg
225,9.000,WS-20260725-C0-C48112-006,6,0.7718,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-006/frame_00000225_0009.jpg
250,10.000,WS-20260725-C0-C48112-001,1,0.7840,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000250_0010.jpg
250,10.000,WS-20260725-C0-C48112-005,5,0.2644,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000250_0004.jpg
275,11.000,WS-20260725-C0-C48112-001,1,0.7700,zones=[]; phone_state=POSSIBLE_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000275_0011.jpg
275,11.000,WS-20260725-C0-C48112-007,7,0.3465,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000275_0001.jpg
300,12.000,WS-20260725-C0-C48112-001,1,0.6936,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000300_0012.jpg
300,12.000,WS-20260725-C0-C48112-006,6,0.4759,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-006/frame_00000300_0010.jpg
300,12.000,WS-20260725-C0-C48112-007,7,0.5536,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000300_0002.jpg
325,13.000,WS-20260725-C0-C48112-003,3,0.5276,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000325_0009.jpg
325,13.000,WS-20260725-C0-C48112-007,7,0.5979,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000325_0003.jpg
325,13.000,WS-20260725-C0-C48112-011,11,0.6589,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-011/frame_00000325_0001.jpg
350,14.000,WS-20260725-C0-C48112-003,3,0.7097,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000350_0010.jpg
350,14.000,WS-20260725-C0-C48112-007,7,0.5288,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000350_0004.jpg
350,14.000,WS-20260725-C0-C48112-011,11,0.7133,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-011/frame_00000350_0002.jpg
375,15.000,WS-20260725-C0-C48112-003,3,0.7064,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=work-like hand movement is still confirming; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000375_0011.jpg
375,15.000,WS-20260725-C0-C48112-007,7,0.6977,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000375_0005.jpg
375,15.000,WS-20260725-C0-C48112-011,11,0.6923,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-011/frame_00000375_0003.jpg
400,16.000,WS-20260725-C0-C48112-003,3,0.5403,zones=[]; phone_state=POSSIBLE_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-003/frame_00000400_0012.jpg
400,16.000,WS-20260725-C0-C48112-005,5,0.6956,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000400_0005.jpg
400,16.000,WS-20260725-C0-C48112-007,7,0.5578,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000400_0006.jpg
400,16.000,WS-20260725-C0-C48112-011,11,0.4797,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-011/frame_00000400_0004.jpg
425,17.000,WS-20260725-C0-C48112-007,7,0.6257,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000425_0007.jpg
450,18.000,WS-20260725-C0-C48112-005,5,0.7884,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000450_0006.jpg
450,18.000,WS-20260725-C0-C48112-007,7,0.5778,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000450_0008.jpg
475,19.000,WS-20260725-C0-C48112-005,5,0.8060,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000475_0007.jpg
475,19.000,WS-20260725-C0-C48112-007,7,0.4810,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000475_0009.jpg
475,19.000,WS-20260725-C0-C48112-015,15,0.3024,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000475_0001.jpg
500,20.000,WS-20260725-C0-C48112-005,5,0.8238,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000500_0008.jpg
525,21.000,WS-20260725-C0-C48112-005,5,0.8153,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-005/frame_00000525_0009.jpg
525,21.000,WS-20260725-C0-C48112-007,7,0.4613,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000525_0010.jpg
550,22.000,WS-20260725-C0-C48112-007,7,0.6020,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000550_0011.jpg
550,22.000,WS-20260725-C0-C48112-015,15,0.3304,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000550_0002.jpg
575,23.000,WS-20260725-C0-C48112-007,7,0.5581,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000575_0012.jpg
575,23.000,WS-20260725-C0-C48112-020,20,0.8074,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000575_0001.jpg
600,24.000,WS-20260725-C0-C48112-007,7,0.2923,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000600_0013.jpg
600,24.000,WS-20260725-C0-C48112-020,20,0.7924,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000600_0002.jpg
625,25.000,WS-20260725-C0-C48112-015,15,0.3498,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000625_0003.jpg
625,25.000,WS-20260725-C0-C48112-020,20,0.7953,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000625_0003.jpg
650,26.000,WS-20260725-C0-C48112-020,20,0.8005,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000650_0004.jpg
675,27.000,WS-20260725-C0-C48112-007,7,0.3816,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000675_0014.jpg
675,27.000,WS-20260725-C0-C48112-020,20,0.7775,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000675_0005.jpg
675,27.000,WS-20260725-C0-C48112-023,23,0.2982,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000675_0001.jpg
700,28.000,WS-20260725-C0-C48112-007,7,0.3448,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000700_0015.jpg
700,28.000,WS-20260725-C0-C48112-015,15,0.3804,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000700_0004.jpg
700,28.000,WS-20260725-C0-C48112-020,20,0.7629,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000700_0006.jpg
700,28.000,WS-20260725-C0-C48112-023,23,0.2793,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000700_0002.jpg
725,29.000,WS-20260725-C0-C48112-007,7,0.6826,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000725_0016.jpg
725,29.000,WS-20260725-C0-C48112-020,20,0.7724,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000725_0007.jpg
750,30.000,WS-20260725-C0-C48112-007,7,0.5964,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000750_0017.jpg
750,30.000,WS-20260725-C0-C48112-020,20,0.7624,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000750_0008.jpg
775,31.000,WS-20260725-C0-C48112-007,7,0.6393,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000775_0018.jpg
775,31.000,WS-20260725-C0-C48112-015,15,0.2383,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000775_0005.jpg
775,31.000,WS-20260725-C0-C48112-020,20,0.7737,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000775_0009.jpg
775,31.000,WS-20260725-C0-C48112-023,23,0.3971,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000775_0003.jpg
800,32.000,WS-20260725-C0-C48112-007,7,0.6134,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000800_0019.jpg
800,32.000,WS-20260725-C0-C48112-020,20,0.7759,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000800_0010.jpg
825,33.000,WS-20260725-C0-C48112-007,7,0.5793,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000825_0020.jpg
825,33.000,WS-20260725-C0-C48112-020,20,0.7672,zones=[]; phone_state=ON_PHONE; work_motion=work-like hand movement is still confirming; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000825_0011.jpg
825,33.000,WS-20260725-C0-C48112-023,23,0.5441,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000825_0004.jpg
850,34.000,WS-20260725-C0-C48112-007,7,0.6849,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000850_0021.jpg
850,34.000,WS-20260725-C0-C48112-015,15,0.2748,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000850_0006.jpg
850,34.000,WS-20260725-C0-C48112-020,20,0.7564,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000850_0012.jpg
850,34.000,WS-20260725-C0-C48112-023,23,0.5480,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000850_0005.jpg
875,35.000,WS-20260725-C0-C48112-007,7,0.5675,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000875_0022.jpg
875,35.000,WS-20260725-C0-C48112-020,20,0.7970,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000875_0013.jpg
875,35.000,WS-20260725-C0-C48112-023,23,0.5127,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000875_0006.jpg
900,36.000,WS-20260725-C0-C48112-007,7,0.4687,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000900_0023.jpg
900,36.000,WS-20260725-C0-C48112-020,20,0.7902,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000900_0014.jpg
900,36.000,WS-20260725-C0-C48112-023,23,0.3621,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000900_0007.jpg
900,36.000,WS-20260725-C0-C48112-024,24,0.7094,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-024/frame_00000900_0001.jpg
925,37.000,WS-20260725-C0-C48112-007,7,0.5864,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000925_0024.jpg
925,37.000,WS-20260725-C0-C48112-015,15,0.4537,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00000925_0007.jpg
925,37.000,WS-20260725-C0-C48112-020,20,0.7764,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000925_0015.jpg
925,37.000,WS-20260725-C0-C48112-023,23,0.5026,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000925_0008.jpg
925,37.000,WS-20260725-C0-C48112-024,24,0.5434,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-024/frame_00000925_0002.jpg
950,38.000,WS-20260725-C0-C48112-007,7,0.6741,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00000950_0025.jpg
950,38.000,WS-20260725-C0-C48112-020,20,0.6999,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000950_0016.jpg
950,38.000,WS-20260725-C0-C48112-023,23,0.3499,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000950_0009.jpg
950,38.000,WS-20260725-C0-C48112-024,24,0.6173,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-024/frame_00000950_0003.jpg
950,38.000,WS-20260725-C0-C48112-027,27,0.5301,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00000950_0001.jpg
